Nome,Categoria,Unità di riferimento,"Energia, kilojoules (kJ)","Energia, calorie (kcal)","Lipidi, totali (g)","Acidi grassi, saturi (g)","Acidi grassi, monoinsaturi (g)","Acidi grassi, polinsaturi (g)",Colesterolo (mg),"Glucidi, disponibili (g)",Zuccheri (g),Amido (g),Fibra alimentare (g),Proteine (g),Sale (NaCl) (g),Alcool (g),Acqua (g),"Attività di vitamina A, RE (µg-RE)","Attività di vitamina A, RAE (µg-RE)",Retinolo (µg),Attività di beta-carotene (µg-BCE),Beta-carotene (µg),Vitamina B1 (tiamina) (mg),Vitamina B2 (riboflavina) (mg),Vitamina B6 (piridossina) (mg),Vitamina B12 (cobalamina) (µg),Niacina (mg),Folati (µg),Acido pantotenico (mg),Vitamina C (acido ascorbico) (mg),Vitamina D (calciferolo) (µg),Potassio (K) (mg),Sodio (Na) (mg),Cloro (Cl) (mg),Calcio (Ca) (mg),Magnesio (Mg) (mg),Fosforo (P) (mg),Ferro (Fe) (mg),Iodio (I) (µg),Zinco (Zn)  (mg),Selenio (Se) (µg)
"Panna semigrassa, pastorizzata",Grassi e oli/Panna;Latte e prodotti di latte/Panna e burro,per 100 g di parte edibile,1130,274,27.9,16.7,6.6,1.3,82,3.3,3.3,0.0,0.0,2.3,0.1,0.0,65.8,290,281,272,110,110,0.02,0.15,0.03,0.26,0.07,6.8,0.45,0.9,0.4,130.0,35.0,69.0,78.0,7.0,64.0,0.0,12.0,0.2,0.0
"Panna semigrassa, UHT",Grassi e oli/Panna;Latte e prodotti di latte/Panna e burro,per 100 g di parte edibile,1030,251,25.1,15.1,5.9,1.2,71,3.7,3.7,0.0,0.0,2.5,0.1,0.0,67.8,278,269,260,110,110,0.02,0.13,0.02,0.26,0.07,2.7,0.45,0.0,0.4,140.0,34.0,69.0,91.0,8.6,74.0,0.0,12.0,0.3,0.0
"Pannocchiette di mais, sott'aceto",Verdure/Verdure cotte (incl. conserve),per 100 g di parte edibile,500,119,1.4,0.2,0.4,0.6,0,21.0,2.0,19.0,4.2,3.4,0.0,0.0,69.3,20,10,0,117,117,0.22,0.07,0.1,0.0,1.7,50.0,0.7,7.0,0.0,250.0,17.0,0.0,3.0,33.0,100.0,0.6,0.0,0.0,0.0
Panpepato,Dolciumi/Altre pasticceri dolci,per 100 g di parte edibile,1700,404,13.8,1.4,7.9,3.6,27,61.6,41.2,19.6,4.2,6.5,0.3,0.0,12.1,142,94,46,578,578,0.07,0.11,0.12,0.0,0.91,11.0,0.31,2.7,0.0,310.0,120.0,31.0,69.0,45.0,200.0,1.9,2.2,0.9,0.0
Panpepato ricoperto di cioccolato,Dolciumi/Altre pasticceri dolci,per 100 g di parte edibile,1860,444,18.9,6.8,8.7,2.9,22,60.2,45.4,13.9,3.5,6.5,0.4,0.0,10.9,119,85,50,415,415,0.07,0.19,0.09,0.0,0.75,9.8,0.28,2.7,0.0,410.0,140.0,61.0,120.0,48.0,210.0,2.0,6.6,1.1,0.0
Pantli,Prodotti carnei e insaccati/Insaccati crudi,per 100 g di parte edibile,2280,553,51.4,20.1,24.4,4.4,87,0.9,0.9,0.0,0.0,21.7,4.0,0.0,26.0,9,8,8,7,7,0.46,0.25,0.28,3.73,6.32,2.6,0.55,73.1,0.0,350.0,1600.0,2350.0,5.1,22.0,180.0,1.7,0.8,3.2,0.0
"Papaia, matura, cruda",Frutta/Frutta fresca,per 100 g di parte edibile,188,44,0.1,0.0,0.0,0.0,0,9.5,9.5,0.0,1.8,0.5,0.0,0.0,87.9,75,37,0,449,169,0.03,0.03,0.04,0.0,0.33,17.8,0.16,67.8,0.0,220.0,14.0,6.0,21.0,17.0,9.0,0.2,0.1,0.1,0.9
"Pappa d'avena, preparata (con latte intero, senza aggiunta di zucchero)",Dolciumi/Creme e budini;Cibi/Muesli e pappa,per 100 g di parte edibile,616,147,6.2,3.2,1.6,0.7,19,15.8,5.7,10.0,1.8,6.2,0.2,0.0,70.1,57,55,53,23,23,0.06,0.27,0.04,0.18,0.24,9.4,0.47,0.9,0.1,240.0,88.0,180.0,150.0,33.0,180.0,0.7,12.0,1.0,0.0
"Pappa d'avena, preparata (con latte parzialmente scremato, senza aggiunta di zucchero)",Dolciumi/Creme e budini;Cibi/Muesli e pappa,per 100 g di parte edibile,560,133,4.6,2.2,1.3,0.6,14,15.8,5.7,10.0,1.8,6.3,0.2,0.0,71.5,41,40,39,17,17,0.06,0.23,0.03,0.17,0.24,9.4,0.47,0.4,0.1,240.0,87.0,180.0,160.0,34.0,180.0,0.7,12.0,1.0,0.0
Paprica,"Diversi/Sale, spezie e aromi",per 100 g di parte edibile,1490,358,13.0,2.1,1.2,8.4,0,34.9,33.2,1.7,20.9,14.8,0.1,0.0,9.3,6060,3030,0,36360,36360,0.65,1.74,0.0,0.0,15.3,0.0,0.0,0.0,0.0,2340.0,34.0,220.0,180.0,190.0,350.0,24.0,5.0,4.1,0.0
Parmigiano ,Latte e prodotti di latte/Formaggio a pasta dura,per 100 g di parte edibile,1670,401,31.0,20.6,7.2,1.0,77,0.0,0.0,0.0,0.0,30.5,1.6,0.0,31.4,298,288,278,118,118,0.02,0.29,0.1,1.75,0.2,20.0,0.79,0.0,0.8,100.0,650.0,1700.0,1340.0,44.0,800.0,0.7,40.0,4.0,0.0
"Passera di mare, cruda",Pesce/Pesci di mare,per 100 g di parte edibile,361,86,1.9,0.3,0.5,0.5,63,0.0,0.0,0.0,0.0,17.1,0.3,0.0,79.7,16,16,16,0,0,0.21,0.22,0.22,1.5,4.0,11.0,0.8,1.5,3.0,310.0,100.0,130.0,61.0,22.0,200.0,0.9,53.0,0.5,0.0
"Passera pianuzza, cruda",Pesce/Pesci di mare,per 100 g di parte edibile,306,72,0.7,0.1,0.1,0.2,48,0.0,0.0,0.0,0.0,16.5,0.4,0.0,81.4,9,9,9,0,0,0.22,0.21,0.25,1.0,3.4,11.0,0.68,0.8,0.2,290.0,150.0,130.0,48.0,22.0,190.0,0.3,6.3,0.5,0.0
"Passera pianuzza, filetto, al vapore (senza aggiunta di grassi o sale)",Pesce/Pesci di mare,per 100 g di parte edibile,292,69,0.8,0.2,0.2,0.2,60,0.0,0.0,0.0,0.0,15.5,0.4,0.0,83.7,10,10,10,0,0,0.21,0.18,0.22,1.0,2.98,9.6,0.6,0.8,0.2,270.0,160.0,140.0,60.0,23.0,200.0,0.3,7.1,0.6,0.0
"Pasta al forno con prosciutto, preparato",Cibi/Torte dolci e salate e gratin,per 100 g di parte edibile,683,163,6.9,3.5,1.9,0.6,78,14.4,1.4,13.0,1.0,10.2,1.2,0.0,67.6,63,61,58,26,26,0.11,0.15,0.09,0.38,1.16,8.9,0.52,8.5,0.5,140.0,480.0,750.0,120.0,20.0,180.0,0.6,12.0,1.2,0.0
"Pasta all'uovo, cotta in acqua salata (sale non iodato)","Prodotti a base di cereali, legumi e patate/Pasta",per 100 g di parte edibile,559,132,1.1,0.2,0.1,0.4,32,25.0,1.3,22.9,1.3,5.0,0.9,0.0,67.7,21,21,21,0,0,0.05,0.02,0.02,0.0,0.64,5.8,0.1,0.0,0.0,49.0,340.0,520.0,8.3,13.0,55.0,0.8,1.4,0.5,32.0
"Pasta all'uovo, secca","Prodotti a base di cereali, legumi e patate/Pasta",per 100 g di parte edibile,1550,365,2.8,0.5,0.4,1.0,86,69.9,3.7,64.0,3.4,13.3,0.0,0.0,10.7,63,63,63,0,0,0.17,0.07,0.06,0.0,1.9,22.0,0.3,0.0,0.0,220.0,17.0,31.0,23.0,42.0,150.0,3.0,3.3,1.3,86.0
Pasta di acciughe,Diversi/Prodotti da spalmare,per 100 g di parte edibile,1130,272,21.3,4.0,13.8,2.1,57,0.2,0.1,0.0,0.0,19.8,19.0,0.0,58.7,11,10,9,13,13,0.03,0.19,0.28,15.68,2.93,12.0,0.47,0.4,1.3,190.0,7720.0,6000.0,220.0,170.0,210.0,2.1,25.0,1.3,0.0
Pasta di wasabi,Diversi/Salse,per 100 g di parte edibile,1300,308,10.6,0.0,0.0,0.0,0,49.6,0.0,0.0,1.3,2.9,5.8,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2330.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Pasta fresca, con ripieno di carne, cotta","Prodotti a base di cereali, legumi e patate/Pasta",per 100 g di parte edibile,734,174,4.7,1.7,2.0,0.8,26,25.1,1.0,22.1,2.2,6.9,0.7,0.0,60.3,35,28,21,82,82,0.19,0.05,0.05,0.57,0.51,13.6,0.32,0.5,0.4,95.0,300.0,450.0,29.0,18.0,86.0,0.8,8.0,0.7,9.0
"Pasta fresca, con ripieno di spinaci e ricotta, cotta (senza aggiunta di grasso e sale)","Prodotti a base di cereali, legumi e patate/Pasta",per 100 g di parte edibile,753,179,4.9,1.7,1.7,0.8,37,25.9,0.6,25.1,1.5,7.1,0.5,0.0,61.1,80,54,28,313,313,0.04,0.08,0.05,0.18,0.69,22.3,0.35,2.3,0.3,84.0,190.0,600.0,51.0,18.0,78.0,0.5,7.6,1.0,0.0
"Pasta fresca, con ripieno di spinaci e ricotta, cruda","Prodotti a base di cereali, legumi e patate/Pasta",per 100 g di parte edibile,900,214,5.7,2.0,1.9,1.0,43,31.6,0.7,30.6,1.7,8.3,1.1,0.0,51.6,103,70,36,404,404,0.06,0.12,0.07,0.21,0.89,37.0,0.46,3.7,0.3,160.0,440.0,690.0,62.0,24.0,95.0,0.8,8.8,1.2,0.0
"Pasta frolla (con burro), dolce, cotta al forno","Prodotti a base di cereali, legumi e patate/Paste",per 100 g di parte edibile,2210,530,28.6,16.3,6.9,1.9,126,57.3,13.2,43.6,2.0,9.8,0.9,0.0,3.0,261,252,244,106,106,0.11,0.07,0.11,0.21,0.2,10.4,0.52,0.0,0.9,140.0,350.0,540.0,20.0,24.0,120.0,1.3,7.0,1.0,5.3
"Pasta frolla (con burro), dolce, cruda","Prodotti a base di cereali, legumi e patate/Paste",per 100 g di parte edibile,1770,424,22.9,13.1,5.5,1.5,101,45.8,10.5,34.9,1.6,7.8,0.7,0.0,22.4,232,224,217,95,94,0.12,0.06,0.1,0.17,0.17,16.7,0.55,0.0,0.7,120.0,280.0,430.0,16.0,19.0,92.0,1.0,5.6,0.8,4.2
"Pasta frolla (con grasso vegetale ), dolce, cotta al forno","Prodotti a base di cereali, legumi e patate/Paste",per 100 g di parte edibile,2070,494,24.9,11.2,9.8,2.8,26,58.4,17.8,40.2,1.9,8.0,0.3,0.0,7.5,7,7,7,0,0,0.1,0.04,0.09,0.1,0.18,7.2,0.34,0.0,0.2,120.0,130.0,220.0,12.0,21.0,86.0,1.0,3.5,0.7,3.0
"Pasta frolla (con grasso vegetale), dolce, cruda","Prodotti a base di cereali, legumi e patate/Paste",per 100 g di parte edibile,1650,395,19.9,9.0,7.9,2.2,21,46.7,14.2,32.2,1.5,6.4,0.3,0.0,26.0,7,7,7,0,0,0.1,0.03,0.08,0.08,0.15,11.4,0.37,0.0,0.2,93.0,100.0,170.0,9.3,17.0,69.0,0.8,2.8,0.6,2.4
"Pasta integrale, cotta in acqua salata (sale non iodato)","Prodotti a base di cereali, legumi e patate/Pasta",per 100 g di parte edibile,641,152,1.2,0.2,0.1,0.5,0,26.8,0.3,26.3,5.4,5.9,1.0,0.0,61.2,0,0,0,0,0,0.27,0.04,0.08,0.0,1.3,13.0,0.34,0.0,0.0,110.0,420.0,640.0,15.0,48.0,160.0,1.4,1.1,1.4,0.0
"Pasta integrale, secca","Prodotti a base di cereali, legumi e patate/Pasta",per 100 g di parte edibile,1430,338,2.5,0.4,0.3,1.1,0,60.6,0.7,59.5,11.5,12.6,0.0,0.0,10.5,0,0,0,0,0,0.67,0.11,0.2,0.0,3.1,40.0,0.8,0.0,0.0,390.0,5.0,22.0,34.0,120.0,370.0,3.9,1.9,3.0,0.0
"Pasta lievitata (con burro), dolce, cruda","Prodotti a base di cereali, legumi e patate/Paste",per 100 g di parte edibile,1310,311,11.1,6.1,2.7,1.0,57,43.2,6.4,36.4,1.9,8.7,0.9,0.0,35.8,109,106,102,43,43,0.15,0.14,0.12,0.14,0.54,37.9,0.62,0.2,0.4,160.0,380.0,590.0,34.0,22.0,110.0,1.1,5.8,0.9,3.5
"Pasta lievitata (con grassa vegetale), dolce, cruda","Prodotti a base di cereali, legumi e patate/Paste",per 100 g di parte edibile,1260,300,11.1,3.6,4.8,2.2,36,39.9,1.1,38.5,2.1,9.2,1.0,0.0,38.4,23,21,19,23,23,0.16,0.14,0.13,0.16,0.59,40.3,0.66,0.2,0.6,170.0,410.0,640.0,35.0,24.0,120.0,1.1,6.3,0.9,3.7
"Pasta per flammkuchen, cruda","Prodotti a base di cereali, legumi e patate/Paste",per 100 g di parte edibile,934,221,2.9,1.4,0.6,0.5,6,39.9,0.6,38.9,2.7,7.5,1.3,0.0,47.7,22,21,20,9,9,0.14,0.04,0.13,0.0,0.52,17.6,0.34,0.0,0.0,110.0,500.0,780.0,11.0,25.0,88.0,1.1,0.8,0.8,2.8
"Pasta per pizza (con grasso vegetale), cruda","Prodotti a base di cereali, legumi e patate/Paste",per 100 g di parte edibile,967,229,3.6,0.5,2.2,0.6,0,41.2,0.2,40.6,2.0,7.0,0.7,0.0,46.8,0,0,0,3,3,0.11,0.04,0.04,0.0,0.4,19.8,0.24,0.0,0.0,110.0,290.0,470.0,5.9,9.4,44.0,0.4,0.6,0.4,1.4
"Pasta per strudel, cruda","Prodotti a base di cereali, legumi e patate/Paste",per 100 g di parte edibile,991,234,2.5,0.3,1.4,0.6,0,44.3,0.2,43.6,2.0,7.6,1.9,0.0,44.3,0,0,0,0,0,0.13,0.02,0.1,0.0,0.2,10.2,0.31,0.0,0.0,110.0,750.0,1150.0,9.5,22.0,77.0,1.0,0.9,0.7,1.5
"Pasta per torta (con burro), cruda","Prodotti a base di cereali, legumi e patate/Paste",per 100 g di parte edibile,1570,375,21.2,12.4,4.9,1.3,55,38.5,0.3,37.8,1.8,6.7,0.8,0.0,32.5,213,205,197,92,92,0.12,0.03,0.09,0.0,0.18,8.8,0.26,0.0,0.3,100.0,330.0,510.0,11.0,19.0,72.0,0.8,0.7,0.7,1.4
"Pasta per torta (con grasso vegetale), cruda","Prodotti a base di cereali, legumi e patate/Paste",per 100 g di parte edibile,1640,394,23.5,10.8,9.3,2.5,0,38.1,0.2,37.6,1.8,6.6,0.8,0.0,30.6,0,0,0,0,0,0.12,0.02,0.09,0.0,0.18,8.8,0.26,0.0,0.0,98.0,320.0,510.0,7.8,19.0,67.0,0.8,0.7,0.6,1.3
"Pasta per torta, integrale (con burro), cruda","Prodotti a base di cereali, legumi e patate/Paste",per 100 g di parte edibile,1550,372,21.5,12.4,4.9,1.8,55,33.8,0.7,33.1,6.1,7.6,0.8,0.0,31.5,213,205,197,95,95,0.26,0.1,0.25,0.0,0.35,27.6,0.66,0.0,0.3,220.0,340.0,510.0,20.0,72.0,200.0,2.8,1.5,1.9,2.9
"Pasta per torta, integrale (con grasso vegetale), cruda","Prodotti a base di cereali, legumi e patate/Paste",per 100 g di parte edibile,1500,359,20.2,6.1,9.4,4.3,0,33.7,0.6,33.1,6.1,7.6,0.9,0.0,32.9,8,4,0,47,47,0.26,0.1,0.25,0.01,0.4,28.1,0.68,0.0,0.8,230.0,350.0,540.0,18.0,72.0,200.0,2.8,1.9,1.9,2.8
"Pasta sfoglia (con grasso vegetale), cruda","Prodotti a base di cereali, legumi e patate/Paste",per 100 g di parte edibile,1610,385,24.3,10.9,9.8,2.6,0,35.1,0.1,34.7,1.6,5.7,1.0,0.0,32.2,0,0,0,0,0,0.08,0.01,0.02,0.0,0.16,5.0,0.16,0.0,0.0,83.0,400.0,620.0,4.6,7.4,31.0,0.3,0.5,0.3,1.1
"Pasta sfoglia di quark (con burro), cruda","Prodotti a base di cereali, legumi e patate/Paste",per 100 g di parte edibile,1670,401,28.3,16.8,6.6,1.6,78,29.0,1.3,27.2,1.3,7.1,0.8,0.0,34.8,290,280,270,118,118,0.09,0.12,0.07,0.12,0.22,11.7,0.27,0.1,0.4,110.0,330.0,520.0,38.0,16.0,89.0,0.6,3.2,0.6,0.0
"Pasta sfoglia di quark (con grasso vegetale), cruda","Prodotti a base di cereali, legumi e patate/Paste",per 100 g di parte edibile,1610,388,26.9,9.7,11.6,4.4,17,28.8,1.2,27.2,1.3,7.1,0.9,0.0,36.4,60,55,49,64,64,0.09,0.12,0.07,0.13,0.27,12.2,0.3,0.1,1.0,120.0,350.0,550.0,37.0,16.0,90.0,0.6,3.6,0.6,0.0
"Pasta sfoglia, fatta in casa (al burro), cruda","Prodotti a base di cereali, legumi e patate/Paste",per 100 g di parte edibile,1510,364,24.7,14.6,5.8,1.4,65,29.4,0.3,28.8,1.3,5.2,0.8,0.0,39.8,252,243,234,109,109,0.09,0.02,0.07,0.0,0.13,6.7,0.2,0.0,0.4,82.0,340.0,530.0,11.0,15.0,57.0,0.6,0.7,0.5,1.1
"Pasta sfoglia, fatta in casa (con grasso vegetale), cruda","Prodotti a base di cereali, legumi e patate/Paste",per 100 g di parte edibile,1450,349,23.2,7.1,11.1,4.4,0,29.3,0.2,28.8,1.3,5.2,0.9,0.0,41.5,9,4,0,52,52,0.09,0.02,0.07,0.01,0.2,7.3,0.23,0.0,1.0,88.0,360.0,560.0,9.6,15.0,58.0,0.7,1.1,0.5,1.0
"Pasta, cotta in acqua salata (sale non iodato)","Prodotti a base di cereali, legumi e patate/Pasta",per 100 g di parte edibile,670,158,0.6,0.1,0.0,0.2,0,31.2,0.2,30.8,2.4,5.9,1.0,0.0,60.5,0,0,0,0,0,0.04,0.02,0.07,0.0,0.84,10.1,0.13,0.0,0.0,56.0,420.0,640.0,9.8,22.0,73.0,0.5,0.5,0.7,24.0
"Pasta, secca","Prodotti a base di cereali, legumi e patate/Pasta",per 100 g di parte edibile,1500,353,1.2,0.2,0.1,0.5,0,70.5,0.4,69.7,5.1,12.6,0.0,0.0,10.0,0,0,0,0,0,0.09,0.06,0.17,0.0,2.0,31.0,0.3,0.0,0.0,200.0,5.0,22.0,22.0,56.0,170.0,1.5,0.6,1.5,51.0
Pasticcino alle pere,Dolciumi/Altre pasticceri dolci,per 100 g di parte edibile,1520,363,10.4,5.9,2.5,0.9,25,57.2,33.5,19.5,6.9,4.9,0.8,1.0,20.0,84,80,76,44,44,0.08,0.06,0.09,0.0,0.5,15.8,0.24,0.7,0.2,320.0,300.0,450.0,64.0,32.0,75.0,1.6,2.2,0.6,0.0
"Pastinaca, cotta (senza aggiunta di sale)",Verdure/Verdure cotte (incl. conserve),per 100 g di parte edibile,247,58,0.4,0.1,0.0,0.2,0,11.4,2.9,8.5,2.1,1.2,0.0,0.0,84.9,3,2,0,19,19,0.07,0.1,0.07,0.0,0.69,22.7,0.33,8.3,0.0,200.0,2.2,34.0,42.0,13.0,68.0,0.3,3.4,0.4,0.5
"Pastinaca, cruda",Verdure/Verdure fresche,per 100 g di parte edibile,260,62,0.4,0.1,0.0,0.3,0,12.1,3.1,9.0,2.1,1.3,0.0,0.0,79.8,3,2,0,20,20,0.1,0.13,0.09,0.0,0.94,43.2,0.52,19.7,0.0,430.0,3.8,36.0,42.0,21.0,71.0,0.4,3.6,0.5,0.6
"Patata dolce, al vapore (senza aggiunta di sale)","Prodotti a base di cereali, legumi e patate/Patate",per 100 g di parte edibile,343,81,0.1,0.0,0.0,0.0,0,17.1,4.2,12.7,3.0,1.6,0.1,0.0,78.3,684,342,0,4105,4105,0.07,0.06,0.18,0.0,0.51,6.7,0.69,15.8,0.0,370.0,51.0,45.0,40.0,25.0,51.0,0.5,2.3,0.3,0.0
"Patata dolce, cruda","Prodotti a base di cereali, legumi e patate/Patate",per 100 g di parte edibile,344,81,0.1,0.0,0.0,0.0,0,17.1,4.2,12.7,3.0,1.6,0.1,0.0,77.3,745,373,0,4470,4470,0.08,0.06,0.21,0.0,0.56,11.0,0.8,19.3,0.0,420.0,55.0,46.0,41.0,26.0,52.0,0.6,2.4,0.3,0.0
"Patate al gratin ""dauphinois"", preparate",Cibi/Torte dolci e salate e gratin,per 100 g di parte edibile,533,128,7.8,4.6,1.8,0.4,23,11.3,2.4,8.8,1.3,2.5,0.3,0.0,77.1,90,87,84,35,35,0.05,0.11,0.09,0.07,0.71,10.7,0.33,10.4,0.1,310.0,130.0,240.0,52.0,18.0,71.0,0.2,6.4,0.3,0.0
"Patate al gratin ""savoyard"", preparate",Cibi/Torte dolci e salate e gratin,per 100 g di parte edibile,314,75,2.3,1.3,0.6,0.2,6,10.6,0.5,9.9,1.4,2.1,0.4,0.0,83.5,20,19,18,12,12,0.09,0.04,0.09,0.04,0.79,11.7,0.25,11.4,0.0,280.0,150.0,170.0,32.0,18.0,53.0,0.2,5.0,0.3,0.0
"Patate fritte (cotte nel forno), non salate","Prodotti a base di cereali, legumi e patate/Patate",per 100 g di parte edibile,972,232,9.1,0.7,6.6,1.2,0,33.0,1.6,31.3,2.5,3.3,0.0,0.0,52.1,2,1,0,9,9,0.28,0.03,0.69,0.0,0.82,41.6,0.58,22.2,0.0,590.0,16.0,110.0,9.5,27.0,61.0,0.6,5.2,0.4,0.0
"Patate fritte (fritte in olio di girasole HO), non salate","Prodotti a base di cereali, legumi e patate/Patate",per 100 g di parte edibile,1200,286,15.4,1.6,12.6,0.7,0,32.4,1.6,30.8,2.5,3.2,0.0,0.0,46.5,2,1,0,8,8,0.25,0.03,0.7,0.0,0.81,39.8,0.57,21.4,0.0,580.0,15.0,100.0,9.4,26.0,60.0,0.6,5.1,0.4,0.0
"Patate fritte al forno, surgelate","Prodotti a base di cereali, legumi e patate/Patate",per 100 g di parte edibile,535,127,5.0,0.4,3.6,0.7,0,18.1,0.9,17.2,1.4,1.8,0.0,0.0,73.7,1,1,0,5,5,0.17,0.02,0.42,0.0,0.48,28.6,0.35,12.9,0.0,320.0,8.6,59.0,5.2,15.0,34.0,0.3,2.9,0.2,0.0
"Patate, pelate, al vapore (senza aggiunta di sale)","Prodotti a base di cereali, legumi e patate/Patate",per 100 g di parte edibile,320,75,0.1,0.0,0.0,0.1,0,15.6,0.7,14.7,2.1,2.0,0.0,0.0,80.2,1,0,0,6,5,0.07,0.05,0.12,0.0,1.1,13.1,0.33,15.8,0.0,350.0,0.9,48.0,5.0,22.0,50.0,0.2,3.9,0.2,0.2
"Patate, pelate, crude","Prodotti a base di cereali, legumi e patate/Patate",per 100 g di parte edibile,320,76,0.1,0.0,0.0,0.1,0,15.6,0.7,14.7,2.1,2.0,0.0,0.0,79.7,1,1,0,7,5,0.08,0.05,0.14,0.0,1.2,21.4,0.38,19.4,0.0,400.0,1.0,50.0,5.1,23.0,51.0,0.3,4.0,0.2,0.3
Patatine a ridotto contenuto di grassi,Snack salati/Patatine,per 100 g di parte edibile,1960,468,22.1,2.5,5.9,12.3,0,59.2,3.0,56.3,4.5,5.9,1.2,0.0,8.3,2,1,0,15,15,0.46,0.06,1.27,0.0,1.48,72.8,1.04,39.0,0.0,1060.0,490.0,880.0,17.0,48.0,110.0,1.1,9.6,0.8,0.0
Paté di campgagna,Prodotti carnei e insaccati/Insaccati cotti,per 100 g di parte edibile,1230,298,26.5,9.7,12.0,3.0,119,0.9,0.7,0.2,0.1,13.6,2.2,0.3,58.7,1932,1931,1931,4,4,0.25,0.75,0.2,6.33,4.13,20.9,1.41,3.9,0.0,130.0,870.0,1310.0,17.0,14.0,110.0,4.2,4.8,2.0,0.0
"Peperone rosso, crudo",Verdure/Verdure fresche,per 100 g di parte edibile,133,32,0.4,0.1,0.0,0.1,0,5.2,5.1,0.1,2.0,0.9,0.0,0.0,91.3,152,76,0,910,696,0.03,0.03,0.27,0.0,0.9,28.2,0.16,149.3,0.0,170.0,3.0,18.0,9.0,12.0,20.0,0.4,1.0,0.3,0.0
"Peperone verde, crudo",Verdure/Verdure fresche,per 100 g di parte edibile,85,20,0.3,0.1,0.0,0.2,0,2.6,2.5,0.1,2.0,0.8,0.0,0.0,92.9,42,21,0,250,217,0.03,0.01,0.28,0.0,0.1,27.6,0.13,126.6,0.0,160.0,6.0,19.0,6.0,6.0,15.0,0.3,2.0,0.2,0.0
"Peperone, rosso, stufato (senza aggiunta di sale)",Verdure/Verdure cotte (incl. conserve),per 100 g di parte edibile,163,39,0.4,0.1,0.0,0.2,0,6.4,6.2,0.1,2.5,1.1,0.0,0.0,89.6,180,90,0,1078,825,0.03,0.03,0.29,0.0,0.95,22.2,0.17,143.4,0.0,170.0,3.4,23.0,11.0,13.0,25.0,0.4,1.3,0.3,0.0
"Peperone, verde, stufato (senza aggiunta di sale)",Verdure/Verdure cotte (incl. conserve),per 100 g di parte edibile,104,25,0.4,0.1,0.0,0.2,0,3.2,3.1,0.1,2.5,1.0,0.0,0.0,93.0,49,25,0,295,256,0.03,0.01,0.29,0.0,0.11,21.8,0.14,121.6,0.0,160.0,6.9,24.0,7.7,6.6,19.0,0.3,2.5,0.2,0.0
"Pera, con edulcorante, in scatola, sgocciolata",Frutta/Frutta cotta (incl. conserve),per 100 g di parte edibile,210,50,0.3,0.1,0.1,0.1,0,9.9,8.2,0.0,2.6,0.5,0.0,0.0,86.6,3,1,0,16,12,0.01,0.01,0.02,0.0,0.17,6.5,0.08,2.0,0.0,90.0,1.2,69.0,7.0,7.5,14.0,0.1,0.5,0.1,0.6
"Pera, cruda",Frutta/Frutta fresca,per 100 g di parte edibile,227,54,0.3,0.1,0.1,0.1,0,10.9,9.0,0.0,2.9,0.5,0.0,0.0,83.5,2,1,0,14,14,0.01,0.01,0.03,0.0,0.19,11.5,0.09,4.5,0.0,130.0,1.8,61.0,6.5,8.2,15.0,0.1,0.4,0.1,0.5
"Pera, sciroppata, in scatola, sgocciolata",Frutta/Frutta cotta (incl. conserve),per 100 g di parte edibile,298,71,0.4,0.1,0.1,0.2,0,15.2,14.4,0.0,2.6,0.4,0.0,0.0,81.3,0,0,0,0,0,0.0,0.0,0.01,0.0,0.0,0.0,0.04,0.9,0.0,69.0,0.0,6.0,8.8,4.0,7.9,0.0,0.5,0.1,0.1
"Pere, cotte, sgocciolate (senza aggiunta di zucchero)",Frutta/Frutta cotta (incl. conserve),per 100 g di parte edibile,240,57,0.4,0.1,0.1,0.2,0,11.3,9.4,0.0,3.0,0.6,0.0,0.0,84.7,2,1,0,14,14,0.01,0.01,0.02,0.0,0.2,7.5,0.1,2.3,0.0,100.0,1.4,79.0,8.0,8.6,16.0,0.1,0.5,0.1,0.6
"Pere, secche",Frutta/Frutta secca,per 100 g di parte edibile,1220,288,1.4,0.2,0.3,0.6,0,59.7,49.6,0.0,13.5,2.3,0.0,0.0,20.0,0,0,0,1,1,0.06,0.08,0.03,0.0,0.65,39.0,0.16,2.1,0.0,390.0,10.0,10.0,48.0,34.0,53.0,0.8,4.0,0.5,2.0
"Pesca noce, cruda",Frutta/Frutta fresca,per 100 g di parte edibile,231,55,0.3,0.0,0.1,0.1,0,11.3,8.8,0.0,1.3,1.0,0.0,0.0,86.1,30,15,0,178,130,0.02,0.02,0.02,0.0,0.64,8.0,0.24,4.6,0.0,260.0,1.0,7.0,7.0,9.0,25.0,0.2,3.0,0.1,0.2
"Pesca, con edulcorante, in scatola, sgocciolata",Frutta/Frutta cotta (incl. conserve),per 100 g di parte edibile,170,40,0.1,0.0,0.0,0.1,0,8.1,7.3,0.0,1.7,0.8,0.0,0.0,89.2,21,10,0,125,125,0.01,0.03,0.02,0.0,0.57,2.5,0.17,2.8,0.0,130.0,0.9,3.0,7.9,8.2,19.0,0.2,3.4,0.2,1.5
